name;nicknames;description;tokens;properties;referrals;history
Pyke Guard;['Pyke Guard'];Standing at attention, the Pyke Guard wear ornate robes, armored masks, and brandish powered polearms to do battle should the need arise.;['stand', 'attention', 'pyke', 'guard', 'wearing', 'ornate', 'robes', 'armor', 'mask', 'brandishing', 'power', 'polearms', 'battle', 'needed', 'arise'];{'Appearances': ['The Book of Boba Fett'], 'Locations': ['Pyke Base'], 'species': ['Pyke']};;
Pyke torture droid;['Pyke torture droid'];In the Pyke Syndicate's prison on Oba Diah, specialized torture droids are equipped with ways to get prisoners talking.;['pyke', 'syndicate', 'prison', 'oba', 'diah', 'special', 'torture', 'droid', 'equipment', 'way', 'get', 'prison', 'talking'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Pyke Syndicate'], 'Locations': ['Pyke stronghold'], 'star wars': ['Droid']};;
Pypey;['Pypey'];Pypey was one of several Force-sensitive babies hunted by the Empire’s Inquisitors. An Ithorian, Pypey was sent away with a family droid before the Fifth Brother and Seventh Sister could take him, and was later rescued by Zeb and the Ghost crew.;['pypey', 'one', 'several', 'force-sensitive', 'baby', 'hunting', 'empire', 'inquisitor', 'ithorian', 'pypey', 'sent', 'away', 'family', 'droid', 'fifth', 'brother', 'seventh', 'sister', 'could', 'take', 'later', 'rescue', 'zeb', 'ghost', 'crew'];{'Appearances': ['Star Wars Rebels'], 'Gender': ['Male'], 'species': ['Ithorians']};;
Q9-0;['Q9-0', 'Zero'];"A bug-eyed protocol droid with modified programming, Q9-0 — or ""Zero"" to his colleagues -- operates with precision timing.";"['bug-eyed', 'protocol', 'droid', 'modified', 'programming', 'q9-0', '—', '``', 'zero', ""''"", 'colleagues', 'operations', 'precise', 'time']";{'Appearances': ['The Mandalorian'], 'star wars': ['Droid']};;
QT-KT;['QT-KT'];A chipper astromech droid that served with Aayla Secura during the Clone Wars, QT-KT was called upon to serve the Republic as part of D-Squad, an all-droid special missions unit led by the gruff Colonel Meebur Gascon. To carry out the vital assignment of capturing a Separatist encryption module, Qutee was outfitted with a special remote-controlled magnet coil concealed in her upper dome.;['chipper', 'astromech', 'droid', 'served', 'aayla', 'secura', 'clone', 'wars', 'qt-kt', 'called', 'upon', 'served', 'republic', 'part', 'd-squad', 'all-droid', 'special', 'mission', 'unit', 'led', 'gruff', 'colonel', 'meebur', 'gascon', 'carried', 'vital', 'assigned', 'capture', 'separatist', 'encryption', 'module', 'qutee', 'outfitted', 'special', 'remote-controlled', 'magnet', 'coil', 'concealed', 'upper', 'dome'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'D-Squad'], 'Dimensions': ['Height: 1.09m '], 'droid': ['Astromech Droid']};;
Qi'ra;"[""Qi'ra""]";Despite her youth, Qi’ra is Dryden Vos’s most trusted lieutenant, and an increasingly important Crimson Dawn operative. She has risen far above the bleak conditions of her youth on Corellia, where she lived in the sewers with the notorious White Worms gang.;['despite', 'youth', 'qi', 'ra', 'dryden', 'vos', 'trust', 'lieutenant', 'increasingly', 'important', 'crimson', 'dawn', 'operations', 'risen', 'far', 'bleak', 'conditions', 'youth', 'corellia', 'living', 'sewers', 'notorious', 'white', 'worms', 'gang'];{'Appearances': ['Solo: A Star Wars Story'], 'Locations': ['Corellia'], 'Gender': ['Female'], 'Dimensions': ['Height: 1.58m '], 'species': ['Human'], 'Weapons': ['S-195 blaster pistol']};['Corellia', 'Lady Proxima’s', 'Han Solo', 'Dryden Vos’s', 'Vandor', 'Kessel', 'Beckett', 'coaxium', 'Quay Tolsite', 'L3-37', 'Millennium Falcon', 'Savareen', 'Enfys Nest', 'Crimson Dawn'];
Qin;['Qin'];A prisoner aboard one of the New Republic's most secure ships, the Twi'lek Qin once worked jobs with his sister, Xi'an.;"['prison', 'aboard', 'one', 'new', 'republic', 'security', 'ship', ""twi'lek"", 'qin', 'work', 'job', 'sister', ""xi'an""]";{'Appearances': ['The Mandalorian']};;
Quarrie;['Quarrie'];A short, prideful Mon Calamari, Quarrie was a master engineer who created the Blade Wing — commonly known as the B-wing. He enjoyed his work, and was eager to experiment in speed, agility, and weaponry, though he was no pilot himself. During the early days of the rebellion, Quarrie gifted his B-wing to Hera and Phoenix Squadron, helping turn the tide in one key battle and giving the fleet some much-needed firepower.;['short', 'pride', 'mon', 'calamari', 'quarrie', 'master', 'engineer', 'create', 'blade', 'wing', '—', 'commonly', 'known', 'b-wing', 'enjoys', 'work', 'eager', 'experience', 'speed', 'agile', 'weaponry', 'though', 'pilot', 'early', 'days', 'rebellion', 'quarrie', 'gifted', 'b-wing', 'hera', 'phoenix', 'squadron', 'help', 'turned', 'tide', 'one', 'key', 'battle', 'give', 'fleet', 'much-needed', 'firepower'];{'Appearances': ['Star Wars Rebels'], 'Locations': ['Shantipole'], 'Gender': ['Male'], 'species': ['Mon Calamari'], 'Vehicles': ['B-wing Prototype (Blade Wing)']};;
Quasar;['Quick-Draw', 'Quasar'];"An amalgamation of droid parts, riot racer ""Quick-Draw"" Quasar has the body of a protocol series droid and the head of a B1 battle bot. Painted with a splash of purple and yellow, he puts his strategic programming to work.";"['amalgamation', 'droid', 'part', 'riot', 'racer', '``', 'quick-draw', ""''"", 'quasar', 'body', 'protocol', 'series', 'droid', 'head', 'b1', 'battle', 'bot', 'painted', 'splash', 'purple', 'yellow', 'put', 'strategic', 'programming', 'work']";{'Appearances': ['Star Wars: The Bad Batch']};;
Quay Tolsite;['Quay Tolsite'];Quay Tolsite is the director of the Pyke Syndicate’s operations on Kessel, which would be an enviable job except for the damaging effects of the planet’s noxious atmosphere on Pyke bodies. Tolsite carries a ring of code keys required to access key systems in the mining facilities.;['quay', 'tolsite', 'director', 'pyke', 'syndicate', 'operations', 'kessel', 'would', 'enviable', 'job', 'except', 'damage', 'effective', 'planet', 'noxious', 'atmosphere', 'pyke', 'body', 'tolsite', 'carried', 'ring', 'code', 'key', 'required', 'access', 'key', 'systems', 'mining', 'facility'];{'Appearances': ['Solo: A Star Wars Story'], 'Affiliations': ['Pyke Syndicate'], 'Locations': ['Kessel'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'species': ['Pyke']};;
Queen Apailana;['Queen Apailana'];Queen Apailana was the elected ruler of the Naboo by the end of the Clone Wars. She was the first ruler of the Emperor’s home planet of Naboo during the birth of the Galactic Empire. She was seen publicly mourning Senator Padme Amidala at her funeral.;['queen', 'apailana', 'elected', 'ruler', 'naboo', 'end', 'clone', 'wars', 'first', 'ruler', 'emperor', 'home', 'planet', 'naboo', 'birth', 'galactic', 'empire', 'seen', 'publicly', 'mourning', 'senator', 'padme', 'amidala', 'funeral'];{'Appearances': ['Star Wars: Revenge of the Sith (Episode III)'], 'Affiliations': ['Royal House of Naboo'], 'Locations': ['Naboo'], 'Gender': ['Female'], 'species': ['Human']};;
Queen Breha Organa;['Queen Breha Organa'];Queen Breha Organa is the head of the Royal Family of Alderaan, the Minister of Education for her planet, and the adoptive mother of Princess Leia Organa. Together with her husband Bail, Queen Breha ensures her daughter is best prepared for the future as a leader in her own right. As her husband works to build the loose underground network of cells that would eventually become the Rebel Alliance, Breha mentors students on Alderaan, including the X-wing pilot Evaan Verlaine.;['queen', 'breha', 'organa', 'head', 'royal', 'family', 'alderaan', 'minister', 'education', 'planet', 'adopted', 'mother', 'princess', 'leia', 'organa', 'together', 'husband', 'bail', 'queen', 'breha', 'ensure', 'daughter', 'best', 'prepared', 'future', 'leader', 'right', 'husband', 'work', 'build', 'loose', 'underground', 'network', 'cell', 'would', 'eventually', 'become', 'rebel', 'alliance', 'breha', 'mentor', 'student', 'alderaan', 'including', 'x-wing', 'pilot', 'evaan', 'verlaine'];{'Appearances': ['Star Wars: Revenge of the Sith (Episode III)'], 'Affiliations': ['Alderaan Royal Family'], 'Locations': ['Alderaan'], 'Gender': ['Female']};;
Queen Jamillia;['Queen Jamillia'];Queen Jamillia served as the successor of Queen Amidala as the elected sovereign of Naboo. It was Jamillia that convinced Padme Amidala to serve as senator for the system, and spoke with Padme about the political realities of war as the Senator hid on Naboo just prior to the outbreak of the Clone Wars.;['queen', 'jamillia', 'served', 'successor', 'queen', 'amidala', 'elected', 'sovereign', 'naboo', 'jamillia', 'convinced', 'padme', 'amidala', 'served', 'senator', 'systems', 'spoke', 'padme', 'political', 'reality', 'wars', 'senator', 'hid', 'naboo', 'prior', 'outbreak', 'clone', 'wars'];{'Appearances': ['Star Wars: Attack of the Clones (Episode II)'], 'Affiliations': ['Galactic Republic', 'Royal House of Naboo'], 'Locations': ['Naboo'], 'Gender': ['Female'], 'Dimensions': ['Height: 1.57m ']};;
Queen Julia;['Queen Julia'];The queen of the neutral planet Bardotta, Julia appealed to the Republic for assistance after her world’s Dagoyan Masters began disappearing. To the Republic’s confusion, Julia asked specifically for assistance from Jar Jar Binks instead of a Senate delegation or Jedi Knights. Jar Jar answered the call of his beloved, but Mace Windu came with him – to Julia’s displeasure. The Gungan and the Jedi discovered the Frangrawl clan was kidnapping the Dagoyan Masters, but the cultists took Julia to Zardossa Stix to be sacrificed in a Force-draining ceremony. Jar Jar and Mace arrived just in time to rescue the Bardottan monarch.;['queen', 'neutral', 'planet', 'bardotta', 'julia', 'appealed', 'republic', 'assist', 'world', 'dagoyan', 'master', 'began', 'disappearance', 'republic', 'confusion', 'julia', 'ask', 'specific', 'assist', 'jar', 'jar', 'binks', 'instead', 'senator', 'delegation', 'jedi', 'knights', 'jar', 'jar', 'answered', 'called', 'beloved', 'mace', 'windu', 'came', '–', 'julia', 'displeasure', 'gungan', 'jedi', 'discovered', 'frangrawl', 'clan', 'kidnapped', 'dagoyan', 'master', 'cultists', 'took', 'julia', 'zardossa', 'stix', 'sacrificed', 'force-draining', 'ceremony', 'jar', 'jar', 'mace', 'arrived', 'time', 'rescue', 'bardottan', 'monarch'];{'Appearances': ['Star Wars: The Clone Wars'], 'Locations': ['Bardotta'], 'Gender': ['Female']};;
Queen Karina the Great;['Queen Karina the Great'];The secret leader of the Geonosians, Karina dwelled in the catacombs beneath the Progate Temple, laying eggs, controlling an army of Geonosian drones, and giving orders to public Geonosian leaders such as Poggle the Lesser. When Poggle fled to the Temple, the Jedi followed and discovered Karina, who had captured Luminara Unduli—and now sought control of Jedi Knights.;['secret', 'leader', 'geonosian', 'karina', 'dwelled', 'catacombs', 'beneath', 'progate', 'temple', 'lay', 'egg', 'control', 'army', 'geonosian', 'drones', 'give', 'order', 'public', 'geonosian', 'leader', 'poggle', 'lesser', 'poggle', 'fled', 'temple', 'jedi', 'following', 'discovered', 'karina', 'capture', 'luminara', 'unduli—and', 'sought', 'control', 'jedi', 'knights'];{'Appearances': ['Star Wars: The Clone Wars'], 'Locations': ['Geonosis'], 'Gender': ['Female'], 'Dimensions': ['Length: 8.6m '], 'species': ['Geonosian']};;
Queen Miraj Scintel;['Queen Miraj Scintel'];The Queen of Zygerria, Miraj Scintel longs for a return to glory for her people. Ages ago, the Zygerrian Slave Empire stretched across many sectors, supplying luckless labor to unscrupulous masters in the galaxy. Scintel takes advantage of a Republic distracted by war to grow the slave trade, allied by the Separatist Alliance. When Anakin Skywalker goes undercover to infiltrate Scintel's court, and discover the whereabouts of a vanished colony of Togruta artisans, the wily Queen takes interest in him. She sees in Anakin a prize to own and overpower, and uses her seductive charms to her full advantage.;['queen', 'zygerria', 'miraj', 'scintel', 'long', 'return', 'glory', 'people', 'age', 'ago', 'zygerrian', 'slave', 'empire', 'stretched', 'across', 'many', 'sector', 'supplies', 'luckless', 'labor', 'unscrupulous', 'master', 'galaxy', 'scintel', 'take', 'advantage', 'republic', 'distract', 'wars', 'growing', 'slave', 'trade', 'ally', 'separatist', 'alliance', 'anakin', 'skywalker', 'goes', 'undercover', 'infiltrate', 'scintel', 'court', 'discovered', 'whereabouts', 'vanished', 'colony', 'togruta', 'artisan', 'wily', 'queen', 'take', 'interest', 'see', 'anakin', 'prize', 'overpower', 'used', 'seductive', 'charming', 'full', 'advantage'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Confederacy of Independent Systems'], 'Locations': ['Zygerria'], 'Gender': ['Female'], 'Dimensions': ['Height: 1.85m '], 'species': ['Zygerrian'], 'Weapons': ['Electro-Whip']};;
Queen Neeyutnee;['Queen Neeyutnee'];Newly elected as the monarch of Naboo during the Clone Wars, Queen Neeyutnee was the successor to Queen Jamillia. She relied on the insight and experience offered by Padmé Amidala during this dark time of galactic conflict.;['newly', 'elected', 'monarch', 'naboo', 'clone', 'wars', 'queen', 'neeyutnee', 'successor', 'queen', 'jamillia', 'relied', 'insight', 'experience', 'offered', 'padmé', 'amidala', 'dark', 'time', 'galactic', 'conflict'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Naboo Royal Advisory Council'], 'Locations': ['Naboo'], 'Gender': ['Female'], 'Dimensions': ['Height: 1.69m ']};;
Qui-Gon Jinn;['Qui-Gon Jinn'];"A venerable if maverick Jedi Master, Qui-Gon Jinn was a student of the living Force. Qui-Gon lived for the moment, espousing a philosophy of ""feel, don't think -- use your instincts."" On Tatooine, Qui-Gon discovered a young slave boy named Anakin Skywalker who was strong in the Force. Sensing the boy's potential, Qui-Gon liberated Anakin from slavery. The Jedi Master presented Anakin to the Jedi Council, but they deemed the boy too old to begin training and dangerously full of fear and anger. They refused to allow Qui-Gon to train Anakin, but rescinded their decision to fulfill Qui-Gon's dying wish.";"['venerable', 'maverick', 'jedi', 'master', 'qui-gon', 'jinn', 'student', 'living', 'force', 'qui-gon', 'living', 'moment', 'espousing', 'philosophy', '``', 'feel', ""n't"", 'thinking', 'used', 'instincts', ""''"", 'tatooine', 'qui-gon', 'discovered', 'young', 'slave', 'boy', 'name', 'anakin', 'skywalker', 'strong', 'force', 'sense', 'boy', 'potential', 'qui-gon', 'liberated', 'anakin', 'slavery', 'jedi', 'master', 'present', 'anakin', 'jedi', 'council', 'deems', 'boy', 'old', 'begin', 'training', 'dangerous', 'full', 'feared', 'anger', 'refused', 'allowed', 'qui-gon', 'training', 'anakin', 'rescinded', 'decision', 'fulfill', 'qui-gon', 'died', 'wish']";"{'Appearances': ['Star Wars: The Phantom Menace (Episode I)', 'Obi-Wan Kenobi', 'Star Wars: The Clone Wars', 'Tales of the Jedi'], 'Affiliations': ['Jedi Order'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.93m '], 'Weapons': ['Lightsaber', ""Qui-Gon's lightsaber""]}";['Naboo', 'Padmé Amidala', 'Tatooine', 'Anakin Skywalker', 'Coruscant', 'Sith', 'Darth Maul', 'Obi-Wan Kenobi', 'Yoda', 'Tusken Raiders', 'Mortis', 'Dagobah'];
Quiggold;['Quiggold'];The Gabordin first mate of the Meson Martinet, Quiggold is loquacious where his captain, Sidon Ithano, is typically silent. Quiggold is notable for his peg leg (made from a fuel funnel) and his ever-present prayer beads (made from hyperdrive plotter pins). Quiggold did the talking when Finn met with him and Ithano at Maz’s castle, seeking a place in the Martinet’s crew.;['gabordin', 'first', 'mate', 'meson', 'martinet', 'quiggold', 'loquacious', 'captain', 'sidon', 'ithano', 'typical', 'silent', 'quiggold', 'notable', 'peg', 'legs', 'made', 'fuel', 'funnel', 'ever-present', 'prayer', 'beads', 'made', 'hyperdrive', 'plotter', 'pinned', 'quiggold', 'talking', 'finn', 'met', 'ithano', 'maz', 'castle', 'seeking', 'place', 'martinet', 'crew'];{'Appearances': ['Star Wars: The Force Awakens (Episode VII)'], 'Gender': ['Male'], 'Vehicles': ['Meson Martinet']};;
Quinlan Vos;['Quinlan Vos'];A Jedi with a sarcastic sense of humor and a reputation for not playing by the rules, Quinlan Vos was an expert tracker renowned for his ability to read memories from objects people handled. The Jedi Council sent him on a mission to assassinate Count Dooku, during which Vos fell in love with the assassin Asajj Ventress and was forced to learn the ways of the dark side of the Force.;['jedi', 'sarcastic', 'sense', 'humor', 'reputation', 'playing', 'rule', 'quinlan', 'vos', 'expert', 'tracker', 'renowned', 'ability', 'read', 'memory', 'objects', 'people', 'handle', 'jedi', 'council', 'sent', 'mission', 'assassin', 'count', 'dooku', 'vos', 'fell', 'love', 'assassin', 'asajj', 'ventress', 'force', 'learned', 'way', 'dark', 'side', 'force'];{'Appearances': ['Star Wars: The Phantom Menace (Episode I)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Jedi Order'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.91m '], 'species': ['Kiffar'], 'Weapons': ['Lightsaber']};['Cad Bane', 'Ziro the Hutt', 'Obi-Wan Kenobi', 'Nal Hutta', 'Teth', 'Count Dooku', 'Asajj Ventress'];
R2-BHD;['R2-BHD', 'Tooby'];A silver astromech with yellow accents, Tooby is typically assigned to “Dutch” Vander, who flies Gold Squadron’s lead Y-wing. A loyal and attentive droid, Tooby carefully follows the lengthy diagnostics checklists critical to keeping the Massassi base’s Y-wings ready for battle.;['silver', 'astromech', 'yellow', 'accent', 'tooby', 'typical', 'assigned', '“', 'dutch', '”', 'vander', 'flying', 'gold', 'squadron', 'leading', 'y-wing', 'loyal', 'attention', 'droid', 'tooby', 'careful', 'following', 'lengthy', 'diagnostics', 'checklists', 'critical', 'keep', 'massassi', 'base', 'y-wing', 'ready', 'battle'];{'Appearances': ['Rogue One: A Star Wars Story'], 'Affiliations': ['Rebel Alliance'], 'Dimensions': ['Height: 1.09m '], 'droid': ['Astromech Droid'], 'Vehicles': ['Y-wing Starfighter']};;
R2-D2;['R2-D2'];A reliable and versatile astromech droid, R2-D2 has served Padmé Amidala, Anakin Skywalker, and Luke Skywalker in turn, showing great bravery in rescuing his masters and their friends from many perils. A skilled starship mechanic and fighter pilot's assistant, he has an unlikely but enduring friendship with the fussy protocol droid C-3PO.;['reliable', 'versatile', 'astromech', 'droid', 'r2-d2', 'served', 'padmé', 'amidala', 'anakin', 'skywalker', 'luke', 'skywalker', 'turned', 'showing', 'great', 'bravery', 'rescue', 'master', 'friend', 'many', 'perilous', 'skills', 'starship', 'mechanical', 'fighter', 'pilot', 'assist', 'unlike', 'endured', 'friendship', 'fussy', 'protocol', 'droid', 'c-3po'];{'Appearances': ['Star Wars: A New Hope (Episode IV)', 'Star Wars: The Empire Strikes Back (Episode V)', 'Star Wars: Return of the Jedi (Episode VI)', 'Star Wars: The Phantom Menace (Episode I)', 'Star Wars: Attack of the Clones (Episode II)', 'Star Wars: Revenge of the Sith (Episode III)', 'Star Wars: The Force Awakens (Episode VII)', 'Rogue One: A Star Wars Story', 'Star Wars: The Last Jedi (Episode VIII)', 'Star Wars: The Rise of Skywalker (Episode IX)', 'The Mandalorian', 'Obi-Wan Kenobi', 'The Book of Boba Fett', 'Star Wars: The Clone Wars', 'Star Wars Rebels'], 'Affiliations': ['Rebel Alliance', 'Galactic Republic', 'The Resistance'], 'Locations': ['Naboo', 'Havoc Outpost'], 'Dimensions': ['Height: 1.09m '], 'droid': ['Astromech Droid'], 'Vehicles': ['X-wing Starfighter', 'Poe Dameron’s X-wing fighter', 'Jedi Starfighter'], 'Tool': ['Restraining Bolt']};['Trade Federation', 'Amidala', 'Naboo Royal Starship', 'Jar Jar Binks', 'Qui-Gon Jinn', 'Tatooine', 'C-3PO', 'Anakin Skywalker', 'Naboo N-1 starfighter', 'Naboo', 'Jango Fett', 'Separatist', 'Geonosis', 'Geonosians', 'droid factory', 'Republic', 'D-Squad', 'Colonel Meebur Gascon', 'Abafar', 'Gregor', 'Yoda', 'Dagobah', 'Moraband', 'Palpatine', 'Jedi starfighter', 'buzz droid', 'Empire', 'Captain Antilles', 'Rebellion', 'Death Star', 'Darth Vader', 'Tantive IV', 'stormtroopers', 'Leia Organa', 'Jawas', 'Owen Lars', 'Luke Skywalker', 'Beru', 'Han Solo', 'Chewbacca', 'X-wing', 'Hoth', 'Dagobah', 'Yoda', 'Cloud City', 'Darth Vader', 'Jabba the Hutt', 'Sarlacc', 'Endor', 'Death Star II', 'Ewok', 'Resistance', 'D’Qar', 'BB-8', 'Luke’s', 'Rey', 'Chewbacca', 'Ahch-To', 'the Resistance', 'Crait', 'Leia', 'Pasaana', 'Kef Bir', 'Poe Dameron’s', 'Exegol'];
R23-X9;['R23-X9'];Torra Doza's droid R23-X9 is the latest model in its series, a pristine culmination of cutting edge robotic tech customized to match her state-of-the-art ship.;['torra', 'doza', 'droid', 'r23-x9', 'latest', 'model', 'series', 'pristine', 'culminating', 'cut', 'edge', 'robotic', 'tech', 'customized', 'match', 'state-of-the-art', 'ship'];{'Appearances': ['Star Wars Resistance'], 'Locations': ['Colossus'], 'star wars': ['Droid']};;
R3-A3;['R3-A3'];Temperamental and territorial, R3-A3 served the Iron Squadron crew aboard Sato’s Hammer. The astromech droid maintained the ship, and while initially bristling at help from the Ghost, came to form a strong duo with Chopper. The two worked together to restore the Hammer’s hyperdrive, and later removed a magno-mine from the ship’s hull.;['temperamental', 'territorial', 'r3-a3', 'served', 'iron', 'squadron', 'crew', 'aboard', 'sato', 'hammer', 'astromech', 'droid', 'maintain', 'ship', 'initially', 'bristling', 'help', 'ghost', 'came', 'form', 'strong', 'duo', 'chopper', 'two', 'work', 'together', 'restore', 'hammer', 'hyperdrive', 'later', 'removed', 'magno-mine', 'ship', 'hull'];"{'Appearances': ['Star Wars Rebels'], 'Locations': ['Mykapo'], 'droid': ['Astromech Droid'], 'Vehicles': [""Sato's Hammer""]}";;
R3-S1;['R3-S1'];Threece is the chief of the astromech pool at the Massassi base, where she ensures the Alliance’s technology is kept up to date and in prime condition. Threece has her programming quirks: she’s vain, argumentative and inordinately proud of her overclocked Intellex V processor. But her talent for organization is highly valued by the rebels.;['threece', 'chief', 'astromech', 'pool', 'massassi', 'base', 'ensure', 'alliance', 'technology', 'kept', 'date', 'prime', 'conditions', 'threece', 'programming', 'quirks', 'vain', 'argumentative', 'inordinately', 'proud', 'overclocked', 'intellex', 'v', 'processor', 'talent', 'organic', 'highly', 'valued', 'rebel'];{'Appearances': ['Rogue One: A Star Wars Story'], 'Affiliations': ['Rebel Alliance'], 'Dimensions': ['Height: 1.09m '], 'droid': ['Astromech Droid']};;
R3-S6;['R3-S6'];"A replacement droid assigned to Anakin Skywalker during the Clone Wars after the loss of R2-D2, R3-S6 was a newer model at the time, the latest in astromech technology. Anakin never warmed up to the little black and gold droid; in fact, he grew impatient with ""Goldie"" due to numerous malfunctions and slip ups in the thick of combat. In truth, R3-S6 was secretly a double-agent programmed by the Separatists.";"['replace', 'droid', 'assigned', 'anakin', 'skywalker', 'clone', 'wars', 'loss', 'r2-d2', 'r3-s6', 'newer', 'model', 'time', 'latest', 'astromech', 'technology', 'anakin', 'never', 'warm', 'little', 'black', 'gold', 'droid', 'fact', 'grew', 'impatient', '``', 'goldie', ""''"", 'due', 'numerous', 'malfunctioning', 'slip', 'up', 'thick', 'combat', 'truth', 'r3-s6', 'secretly', 'double-agent', 'programming', 'separatist']";{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Confederacy of Independent Systems'], 'Dimensions': ['Height: 1.09m '], 'droid': ['Astromech Droid'], 'Vehicles': ['Jedi Starfighter']};;
R4-D12;['R4-D12'];Marcus Speedstar may be a flashy celebrity to racing fans, but he takes care to surround himself with those he can trust. When it comes to a race where the stakes are life-and-death for his mechanic Oplock, only his old astromech, R4-D12, in the droid socket of his impressive craft, can help him navigate the course with finesse.;['marcus', 'speedstar', 'may', 'flashy', 'celebrating', 'race', 'fans', 'take', 'careful', 'surrounding', 'trust', 'come', 'race', 'stakes', 'life-and-death', 'mechanical', 'oplock', 'old', 'astromech', 'r4-d12', 'droid', 'socket', 'impressive', 'craft', 'help', 'navigator', 'course', 'finesse'];{'Appearances': ['Star Wars Resistance'], 'star wars': ['Droid']};;
R4-G77;['R4-G77'];Every Ace pilot needs a trusty astromech, and as the Aces' top racer defending the Colossus platform, Hype Fazon counts on R4-G77 to keep him front and center and in the spotlight. The droid's uniquely oblong design is crafted for aerodynamic performance, with a bright green color scheme that matches Hype's ship.;['every', 'ace', 'pilot', 'needed', 'trusty', 'astromech', 'ace', 'top', 'racer', 'defend', 'colossus', 'platform', 'hype', 'fazon', 'count', 'r4-g77', 'keep', 'front', 'center', 'spotlight', 'droid', 'unique', 'oblong', 'designation', 'craft', 'aerodynamic', 'performance', 'bright', 'green', 'color', 'scheming', 'match', 'hype', 'ship'];{'Appearances': ['Star Wars Resistance'], 'Locations': ['Colossus'], 'star wars': ['Droid']};;
R4-P17;['R4-P17'];R4-P17 was an astromech droid assigned to Obi-Wan Kenobi, and assisted the Jedi Master on many missions, from Kamino and Geonosis to Teth and Tatooine. She was destroyed during the Battle of Coruscant when buzz droids swarmed Obi-Wan’s fighter, ripping the faithful droid’s dome from her metal body.;['r4-p17', 'astromech', 'droid', 'assigned', 'obi-wan', 'kenobi', 'assist', 'jedi', 'master', 'many', 'mission', 'kamino', 'geonosis', 'teth', 'tatooine', 'destroyed', 'battle', 'coruscant', 'buzz', 'droid', 'swarmed', 'obi-wan', 'fighter', 'ripped', 'faithful', 'droid', 'dome', 'metal', 'body'];{'Appearances': ['Star Wars: Attack of the Clones (Episode II)', 'Star Wars: Revenge of the Sith (Episode III)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Jedi Order'], 'Dimensions': ['Height: 1.09m '], 'droid': ['Astromech Droid']};;
R5-D4;['R5-D4'];A red astromech droid, R5-D4 thought he'd found a home when the Jawas sold him to Owen Lars, along with the protocol droid C-3PO. But R5's motivator blew as he rolled away from the sandcrawler, forcing the Jawas to take him back in exchange for R2-D2.;"['red', 'astromech', 'droid', 'r5-d4', 'thought', ""'d"", 'found', 'home', 'jawa', 'sold', 'owen', 'lars', 'along', 'protocol', 'droid', 'c-3po', 'r5', 'motives', 'blew', 'rolled', 'away', 'sandcrawler', 'force', 'jawa', 'take', 'back', 'exchange', 'r2-d2']";{'Appearances': ['Star Wars: A New Hope (Episode IV)'], 'Locations': ['Tatooine'], 'Dimensions': ['Height: 0.97m '], 'droid': ['Astromech Droid']};;
R5-G9;['R5-G9'];Like the Black Ace itself, Griff Halloran's astromech co-pilot R5-G9 has been cobbled together from Imperial-issue droids and other assorted parts, including an old R2 unit.;['like', 'black', 'ace', 'griff', 'halloran', 'astromech', 'co-pilot', 'r5-g9', 'cobbled', 'together', 'imperial-issue', 'droid', 'assorted', 'part', 'including', 'old', 'r2', 'unit'];{'Appearances': ['Star Wars Resistance'], 'Locations': ['Colossus'], 'star wars': ['Droid']};;
R7-A7;['R7-A7'];Every pilot needs a trusty droid, and R7-A7 proved again and again to be Ahsoka Tano's faithful friend. In her most desperate hour, as Order 66 unfolded and the clones turned their blasters on her, R7-A7 patched into the central computer to help Ahsoka piece together the meaning of Rex's mutterings. After the war, the droid serves as the astromech and co-pilot aboard Trace and Rafa Martez's ship, the Silver Angel.;['every', 'pilot', 'needed', 'trusty', 'droid', 'r7-a7', 'proved', 'ahsoka', 'tano', 'faithful', 'friend', 'desperate', 'hours', 'order', 'unfolded', 'clone', 'turned', 'blaster', 'r7-a7', 'patch', 'central', 'computer', 'help', 'ahsoka', 'piece', 'together', 'means', 'rex', 'mutterings', 'wars', 'droid', 'served', 'astromech', 'co-pilot', 'aboard', 'trace', 'rafa', 'martez', 'ship', 'silver', 'angel'];{'Appearances': ['Star Wars: The Bad Batch', 'Star Wars: The Clone Wars'], 'star wars': ['Droid'], 'Vehicles': ['The Silver Angel']};;
